file_path,filename,category,true_label,true_malware_type,true_obfuscation,pred_label,pred_malware_type,pred_subtype,pred_obfuscation,pred_confidence,pred_risk_level,indicators,reason,parse_error,latency_ms,total_tokens,prompt_tokens,completion_tokens,correct
data\samples\benign\flask_examples_db.py,flask_examples_db.py,benign,benign,none,none,benign,none,Flask数据库管理模块,none,0.97,none,,正常Flask应用数据库管理代码，无危险函数、无用户输入直接执行、无恶意行为,,2010,1747,1572,175,1
data\samples\benign\flask_examples_debughelpers.py,flask_examples_debughelpers.py,benign,benign,none,none,benign,none,框架调试辅助代码,none,0.95,none,,Flask 框架内部的异常处理和模板加载调试代码，无危险函数调用或恶意逻辑,,1658,2850,2720,130,1
data\samples\benign\flask_examples_globals.py,flask_examples_globals.py,benign,benign,none,none,benign,none,Flask框架上下文管理模块,none,0.98,none,,Flask 框架的全局代理和上下文变量定义，属于正常框架代码，无危险操作,,1290,1997,1890,107,1
data\samples\benign\flask_examples_helpers.py,flask_examples_helpers.py,benign,benign,none,none,benign,none,Flask框架工具函数,none,0.98,none,,这是 Flask 框架的 helpers.py 模块，包含 url_for、redirect、abort、send_file 等标准工具函数，无危险函数调用或恶意行为,,1922,7402,7233,169,1
data\samples\benign\flask_examples_logging.py,flask_examples_logging.py,benign,benign,none,none,benign,none,Flask日志模块,none,0.98,none,,Flask 框架的标准日志模块，代码无任何危险函数或外部输入执行,,1255,1971,1866,105,1
data\samples\benign\flask_examples_make_celery.py,flask_examples_make_celery.py,benign,benign,none,none,benign,none,Flask应用初始化Celery,none,0.98,none,,标准Flask应用初始化Celery扩展的代码，无恶意行为或危险函数,,1837,1428,1278,150,1
data\samples\benign\flask_examples_provider.py,flask_examples_provider.py,benign,benign,none,none,benign,none,Flask框架JSONProvider类,none,0.98,none,,Flask框架的JSON序列化提供者，包含标准JSON操作，无eval/exec/系统命令等危险函数,,1601,3256,3137,119,1
data\samples\benign\flask_examples_sessions.py,flask_examples_sessions.py,benign,benign,none,none,benign,none,Flask会话管理框架代码,none,0.98,none,,这是 Flask 框架中 SecureCookieSession 的官方实现，包含会话签名、序列化、cookie 操作等，无任何危险函数或后门行为,,1824,4894,4751,143,1
data\samples\benign\flask_examples_signals.py,flask_examples_signals.py,benign,benign,none,none,benign,none,Flask框架信号定义,none,0.98,none,,该代码为 Flask 框架标准信号模块，仅定义信号变量，无任何危险函数调用或用户输入处理,,5014,1957,1444,513,1
data\samples\benign\flask_examples_tag.py,flask_examples_tag.py,benign,benign,none,none,benign,none,Flask框架序列化组件,none,0.98,none,b64decode; b64encode,这是 Flask 框架中 TaggedJSONSerializer 的正常源代码，用于 session 序列化，虽然使用了 b64decode/b64encode，但属于正常数据编码功能，无命令执行或注入特征,,1496,3708,3590,118,1
data\samples\benign\flask_examples_tasks.py,flask_examples_tasks.py,benign,benign,none,none,benign,none,Celery任务函数,none,0.95,none,,代码为 Celery 异步任务示例，包含整数相加、睡眠和进度更新，无危险函数或恶意行为,,2469,1595,1382,213,1
data\samples\benign\flask_examples_templating.py,flask_examples_templating.py,benign,benign,none,none,benign,none,Flask框架模板渲染模块,none,0.95,none,,这是 Flask 框架中 Jinja2 模板渲染的正常实现代码，包含模板加载、渲染和流式输出功能，无危险函数调用或恶意行为,,1490,3103,3002,101,1
data\samples\benign\flask_examples_testing.py,flask_examples_testing.py,benign,benign,none,none,benign,none,Flask框架测试客户端,none,0.98,none,,Flask框架的测试客户端实现，包含测试请求构建、会话管理、CLI测试等功能，无危险函数调用或恶意行为,,2114,3791,3650,141,1
data\samples\benign\flask_examples_typing.py,flask_examples_typing.py,benign,benign,none,none,benign,none,框架类型定义,none,0.98,none,,Flask 框架的类型别名和回调类型定义，仅使用 typing 和 collections.abc，无任何执行、网络或文件操作,,1882,2223,2092,131,1
data\samples\benign\flask_examples_views.py,flask_examples_views.py,benign,benign,none,none,benign,none,Celery任务调度Flask接口,none,0.95,none,,代码为 Flask 蓝图，提供 Celery 任务的创建与查询接口，无危险函数或外部输入到执行的路径，属于正常的业务逻辑,,3070,1770,1496,274,1
data\samples\benign\flask_examples_views_1.py,flask_examples_views_1.py,benign,benign,none,none,benign,none,正常 Flask Web 应用路由,none,0.95,none,,代码为 Flask 框架的正常 Web 应用，包含静态模板渲染和数值计算接口，无危险函数或外部输入直达命令执行/查询拼接，动态模板名受 any 路由约束,,3652,1681,1374,307,1
data\samples\benign\flask_examples_views_2.py,flask_examples_views_2.py,benign,benign,none,none,benign,none,Flask框架视图基类,none,0.98,none,,这是 Flask 框架的 View 和 MethodView 类实现，用于路由分发，无任何危险函数或外部输入执行,,1540,3071,2947,124,1
data\samples\benign\flask_examples_wrappers.py,flask_examples_wrappers.py,benign,benign,none,none,benign,none,Flask框架核心代码,none,0.99,none,,Flask 框架的 Request 和 Response 类实现，包含正常的请求处理逻辑，无恶意行为,,1520,3606,3495,111,1
data\samples\benign\laravel_AnonymousEvent.php,laravel_AnonymousEvent.php,benign,benign,none,none,benign,none,Laravel框架事件类,none,0.97,none,,Laravel框架中的匿名广播事件类，仅包含标准的事件广播逻辑，无危险函数或用户输入执行,,1394,2134,2017,117,1
data\samples\benign\laravel_Attempting.php,laravel_Attempting.php,benign,benign,none,none,benign,none,Laravel认证事件类,none,0.98,none,,Laravel 框架的认证事件类，仅用于传递 guard 和 credentials 数据，无危险函数或敏感操作，属于正常业务代码,,4040,1820,1365,455,1
data\samples\benign\laravel_AuthManager.php,laravel_AuthManager.php,benign,benign,none,none,benign,none,Laravel 框架认证管理器,none,0.98,none,,Laravel 框架的 AuthManager 类，用于管理认证驱动，无危险函数调用，输入均来自配置和内部逻辑,,1797,3583,3444,139,1
data\samples\benign\laravel_AuthServiceProvider.php,laravel_AuthServiceProvider.php,benign,benign,none,none,benign,none,Laravel认证服务提供者,none,0.98,none,,Laravel框架标准服务提供者代码，虽然有 call_user_func，但参数来自框架内部 auth 解析器，无用户输入直达执行,,2173,2096,1958,138,1
data\samples\benign\laravel_Authenticatable.php,laravel_Authenticatable.php,benign,benign,none,none,benign,none,Laravel认证Trait,none,0.98,none,,Laravel 框架中用于用户认证的 trait，仅定义获取认证标识和密码字段的方法，无危险函数调用或用户输入处理,,1601,1896,1766,130,1
data\samples\benign\laravel_Authenticate.php,laravel_Authenticate.php,benign,benign,none,none,benign,none,Laravel认证中间件,none,0.95,none,,Laravel框架的认证中间件，处理请求认证流程，call_user_func 仅用于执行静态绑定的回调，输入受控，无任何恶意行为,,2126,2212,2034,178,1
data\samples\benign\laravel_AuthenticateWithBasicAuth.php,laravel_AuthenticateWithBasicAuth.php,benign,benign,none,none,benign,none,Laravel中间件认证,none,0.98,none,,Laravel框架标准HTTP基本认证中间件，无危险函数调用，输入处理正常,,1712,1718,1595,123,1
data\samples\benign\laravel_Authenticated.php,laravel_Authenticated.php,benign,benign,none,none,benign,none,Laravel认证事件类,none,0.98,none,,常规Laravel框架事件类定义，无危险函数或恶意逻辑,,1451,1450,1354,96,1
data\samples\benign\laravel_AuthenticationException.php,laravel_AuthenticationException.php,benign,benign,none,none,benign,none,Laravel框架认证异常类,none,0.98,none,,标准Laravel框架异常处理类，无危险函数调用，仅实现认证异常逻辑,,1548,1803,1681,122,1
data\samples\benign\laravel_AuthorizationException.php,laravel_AuthorizationException.php,benign,benign,none,none,benign,none,Laravel框架授权异常类,none,0.98,none,,Laravel框架标准的AuthorizationException异常类，仅包含异常处理逻辑，无任何危险函数或恶意行为,,1762,1927,1793,134,1
data\samples\benign\laravel_Authorize.php,laravel_Authorize.php,benign,benign,none,none,benign,none,Laravel框架授权中间件,none,0.95,none,,代码为Laravel框架的授权中间件，用于权限验证，无危险函数调用，无用户输入直接执行,,3897,2277,1923,354,1
data\samples\benign\laravel_BroadcastController.php,laravel_BroadcastController.php,benign,benign,none,none,benign,none,Laravel框架控制器,none,0.95,none,,Laravel 框架的 BroadcastController，用于广播认证，无危险函数或恶意逻辑,,1995,1666,1516,150,1
data\samples\benign\laravel_BroadcastEvent.php,laravel_BroadcastEvent.php,benign,benign,none,none,benign,none,Laravel框架队列广播事件类,none,0.97,none,,Laravel 框架的 BroadcastEvent 类，用于队列事件广播，无危险函数、无外部输入直接执行，是正常业务代码,,1931,2888,2712,176,1
data\samples\benign\laravel_BroadcastManager.php,laravel_BroadcastManager.php,benign,benign,none,none,benign,none,Laravel框架广播管理器,none,0.98,none,,Laravel 框架的 BroadcastManager 类，用于管理广播驱动，代码结构完整且符合框架规范，无危险函数或用户输入直接执行,,2300,5113,4982,131,1
data\samples\benign\laravel_BroadcastServiceProvider.php,laravel_BroadcastServiceProvider.php,benign,benign,none,none,benign,none,Laravel框架服务提供者,none,0.98,none,,Laravel 广播服务提供者，使用容器注册广播管理器，无任何危险函数或用户输入执行,,1353,1600,1489,111,1
data\samples\benign\laravel_CacheTokenRepository.php,laravel_CacheTokenRepository.php,benign,benign,none,none,benign,none,框架密码重置令牌仓库,none,0.98,none,,Laravel 框架的 CacheTokenRepository 类，实现密码重置令牌的创建、验证和删除，无任何危险函数或用户输入注入执行,,1587,2260,2142,118,1
data\samples\benign\laravel_CanResetPassword.php,laravel_CanResetPassword.php,benign,benign,none,none,benign,none,框架密码重置功能,none,0.95,none,,Laravel 框架的标准密码重置 trait，仅包含获取邮箱和发送通知逻辑，无危险函数或外部输入执行,,1342,1519,1392,127,1
data\samples\benign\laravel_Channel.php,laravel_Channel.php,benign,benign,none,none,benign,none,框架广播通道类,none,0.98,none,,Laravel框架的广播频道类，仅包含构造函数和字符串转换方法，无危险函数或用户输入执行,,1725,1555,1423,132,1
data\samples\benign\laravel_ClearResetsCommand.php,laravel_ClearResetsCommand.php,benign,benign,none,none,benign,none,Laravel框架命令类,none,0.95,none,,Laravel 框架的 console 命令，用于清除过期密码重置令牌，无危险函数调用,,1388,1566,1452,114,1
data\samples\benign\laravel_CreatesUserProviders.php,laravel_CreatesUserProviders.php,benign,benign,none,none,benign,none,Laravel认证框架代码,none,0.98,none,,Laravel框架的用户提供者创建逻辑，call_user_func参数来自自定义注册表，输入受控且无用户输入直达，无恶意特征,,2398,2016,1798,218,1
data\samples\benign\laravel_CurrentDeviceLogout.php,laravel_CurrentDeviceLogout.php,benign,benign,none,none,benign,none,Laravel事件类,none,0.98,none,,Laravel 框架的事件类定义，仅包含构造函数和属性赋值，无任何危险函数或外部输入处理,,2187,1541,1356,185,1
data\samples\benign\laravel_DatabaseTokenRepository.php,laravel_DatabaseTokenRepository.php,benign,benign,none,none,benign,none,Laravel密码重置令牌仓库,none,0.98,none,,Laravel 框架中处理密码重置令牌的合法类，包含数据库操作和哈希校验，无危险函数或恶意行为,,2384,2758,2541,217,1
data\samples\benign\laravel_DatabaseUserProvider.php,laravel_DatabaseUserProvider.php,benign,benign,none,none,benign,none,Laravel认证用户提供者,none,0.98,none,,这是 Laravel 框架标准的数据用户提供程序，用于数据库认证，逻辑正常，无危险函数或后门特征,,1494,2718,2590,128,1
data\samples\benign\laravel_EloquentUserProvider.php,laravel_EloquentUserProvider.php,benign,benign,none,none,benign,none,框架认证用户提供者,none,0.98,none,,Laravel 框架的 EloquentUserProvider 类，用于用户检索和凭据验证，未包含任何危险函数或后门逻辑，动态实例化受配置控制的模型类，属于正常框架代码,,4388,3444,3084,360,1
data\samples\benign\laravel_EncryptedPrivateChannel.php,laravel_EncryptedPrivateChannel.php,benign,benign,none,none,benign,none,框架通道类定义,none,0.98,none,,Laravel框架中EncryptedPrivateChannel类的正常定义，仅调用父类构造函数拼接字符串，无危险函数或外部输入,,1709,1453,1321,132,1
data\samples\benign\laravel_EnsureEmailIsVerified.php,laravel_EnsureEmailIsVerified.php,benign,benign,none,none,benign,none,Laravel框架中间件,none,0.98,none,,Laravel框架的邮箱验证中间件，仅执行权限检查与重定向，无危险函数或输入执行风险,,1657,1669,1525,144,1
data\samples\benign\laravel_Failed.php,laravel_Failed.php,benign,benign,none,none,benign,none,Laravel认证事件类,none,0.98,none,,标准的 Laravel 事件类，定义构造函数和属性，无任何危险函数或恶意模式,,1350,1488,1377,111,1
data\samples\benign\laravel_FakePendingBroadcast.php,laravel_FakePendingBroadcast.php,benign,benign,none,none,benign,none,框架广播测试类,none,0.95,none,,Laravel 框架的测试辅助类，仅覆盖空方法，无危险操作,,3452,1859,1424,435,1
data\samples\benign\laravel_Gate.php,laravel_Gate.php,benign,benign,none,none,benign,none,Laravel框架授权组件,none,0.98,none,,Laravel 框架的 Gate 授权类，用于权限管理，代码结构完整，无 eval/system 等危险函数或恶意行为，动态调用均为框架正常逻辑,,2462,7896,7723,173,1
data\samples\benign\laravel_GateEvaluated.php,laravel_GateEvaluated.php,benign,benign,none,none,benign,none,Laravel框架事件类,none,0.93,none,,Laravel 框架的 GateEvaluated 事件类，仅包含属性定义和构造函数，无任何危险函数或恶意行为,,1549,1638,1499,139,1
data\samples\benign\laravel_GenericUser.php,laravel_GenericUser.php,benign,benign,none,none,benign,none,框架用户模型,none,0.98,none,,Laravel 框架的 GenericUser 实现，仅包含属性访问和认证接口方法，无任何危险函数或外部数据流,,1529,2052,1928,124,1
data\samples\benign\laravel_GuardHelpers.php,laravel_GuardHelpers.php,benign,benign,none,none,benign,none,Laravel框架认证辅助trait,none,0.98,none,,Laravel 框架 GuardHelpers trait，包含用户认证状态管理方法，无危险函数或外部输入执行,,1764,1983,1830,153,1
data\samples\benign\laravel_HandlesAuthorization.php,laravel_HandlesAuthorization.php,benign,benign,none,none,benign,none,Laravel框架授权辅助trait,none,0.95,none,,代码为Laravel框架内正常授权处理逻辑，仅调用静态方法创建响应对象，无任何危险函数或外部输入执行,,1968,1761,1607,154,1
data\samples\benign\laravel_InteractsWithBroadcasting.php,laravel_InteractsWithBroadcasting.php,benign,benign,none,none,benign,none,Laravel框架广播trait,none,0.98,none,,Laravel框架的标准广播功能trait，仅设置连接和获取连接，无任何危险函数调用,,1417,1568,1458,110,1
data\samples\benign\laravel_InteractsWithSockets.php,laravel_InteractsWithSockets.php,benign,benign,none,none,benign,none,Laravel广播trait,none,0.98,none,,Laravel框架广播组件中的trait，仅设置socket属性，无危险函数调用或用户输入执行,,1682,1546,1409,137,1
data\samples\benign\laravel_Lockout.php,laravel_Lockout.php,benign,benign,none,none,benign,none,Laravel框架事件类,none,0.95,none,,代码是 Laravel 框架中用于认证锁定事件的类，仅存储请求对象，无任何危险函数或敏感操作,,2480,1557,1348,209,1
data\samples\benign\laravel_Login.php,laravel_Login.php,benign,benign,none,none,benign,none,Laravel事件类,none,0.98,none,,这是 Laravel 框架的 Login 事件定义，仅包含构造函数和属性，无任何危险函数或用户输入处理,,2031,1542,1379,163,1
data\samples\benign\laravel_Logout.php,laravel_Logout.php,benign,benign,none,none,benign,none,框架事件类,none,0.95,none,,Laravel框架的登出事件类，仅定义构造函数和属性，无任何危险函数或外部输入处理,,1402,1468,1354,114,1
data\samples\benign\laravel_MustVerifyEmail.php,laravel_MustVerifyEmail.php,benign,benign,none,none,benign,none,Laravel框架邮件验证trait,none,0.95,none,,Laravel框架中MustVerifyEmail trait，标准业务逻辑代码，无危险函数调用,,1267,1637,1532,105,1
data\samples\benign\laravel_OtherDeviceLogout.php,laravel_OtherDeviceLogout.php,benign,benign,none,none,benign,none,Laravel事件类,none,0.95,none,,Laravel框架的事件类，仅定义构造方法，无危险函数或用户输入处理,,1710,1506,1362,144,1
data\samples\benign\laravel_PasswordBroker.php,laravel_PasswordBroker.php,benign,benign,none,none,benign,none,Laravel框架密码重置组件,none,0.98,none,,Laravel框架标准PasswordBroker类，实现密码重置令牌管理和重置流程，无eval/system等危险函数，属正常业务代码,,1579,3077,2946,131,1
data\samples\benign\laravel_PasswordBrokerManager.php,laravel_PasswordBrokerManager.php,benign,benign,none,none,benign,none,框架密码重置管理类,none,0.98,none,base64_decode,Laravel 框架正常代码，虽然包含 base64_decode 但用于解密框架密钥而非执行用户输入，无危险函数组合,,1899,2430,2271,159,1
data\samples\benign\laravel_PasswordReset.php,laravel_PasswordReset.php,benign,benign,none,none,benign,none,Laravel 事件类,none,0.99,none,,Laravel 框架的 PasswordReset 事件类，仅定义构造函数并传递用户对象，无任何危险函数或交互逻辑,,2161,1500,1333,167,1
data\samples\benign\laravel_PasswordResetLinkSent.php,laravel_PasswordResetLinkSent.php,benign,benign,none,none,benign,none,框架事件类,none,0.98,none,,Laravel 框架的密码重置链接发送事件类，使用 SerializesModels trait，无危险函数或外部输入执行,,1797,1515,1336,179,1
data\samples\benign\laravel_PasswordResetServiceProvider.php,laravel_PasswordResetServiceProvider.php,benign,benign,none,none,benign,none,Laravel密码重置服务提供者,none,0.98,none,,Laravel框架标准服务提供者，仅注册密码重置服务，无危险函数或用户输入,,1539,1611,1472,139,1
data\samples\benign\laravel_PendingBroadcast.php,laravel_PendingBroadcast.php,benign,benign,none,none,benign,none,Laravel框架广播组件,none,0.95,none,,代码为 Laravel 框架的 PendingBroadcast 类，用于延迟事件广播，无危险函数调用，无用户输入直接执行,,1516,1763,1626,137,1
data\samples\benign\laravel_Recaller.php,laravel_Recaller.php,benign,benign,none,none,benign,none,框架remember me组件,none,0.98,none,unserialize,Laravel框架的Recaller类，用于解析remember me cookie，unserialize限制了allowed_classes为false，不存在对象注入风险，属于正常业务逻辑,,1904,1892,1741,151,1
data\samples\benign\laravel_RedirectIfAuthenticated.php,laravel_RedirectIfAuthenticated.php,benign,benign,none,none,benign,none,Laravel认证中间件,none,0.98,none,,这是 Laravel 框架的标准中间件代码，用于重定向已认证用户。call_user_func 调用的是静态回调属性，非用户输入，无安全风险,,1816,1944,1792,152,1
data\samples\benign\laravel_Registered.php,laravel_Registered.php,benign,benign,none,none,benign,none,框架事件类,none,0.98,none,,Laravel 框架的事件类定义，仅包含构造器用于传递用户实例，无任何危险函数或可疑逻辑,,1614,1455,1333,122,1
data\samples\benign\laravel_RequestGuard.php,laravel_RequestGuard.php,benign,benign,none,none,benign,none,Laravel认证守卫组件,none,0.95,none,,Laravel框架的RequestGuard类，用户认证逻辑，回调受控，无恶意行为,,3443,2125,1745,380,1
data\samples\benign\laravel_RequirePassword.php,laravel_RequirePassword.php,benign,benign,none,none,benign,none,Laravel框架中间件,none,0.95,none,,这是Laravel框架的密码确认中间件类，用于验证会话中的密码确认时间，无危险函数或恶意行为,,2275,2102,1926,176,1
data\samples\benign\laravel_ResetPassword.php,laravel_ResetPassword.php,benign,benign,none,none,benign,none,框架通知类代码,none,0.98,none,,Laravel 框架的密码重置通知类，正常业务流程代码，无危险函数调用，虽有 call_user_func 但回调由开发者设置，不接收用户输入,,3552,2426,2088,338,1
data\samples\benign\laravel_Response.php,laravel_Response.php,benign,benign,none,none,benign,none,Laravel框架授权响应类,none,0.99,none,,代码为 Laravel 框架 Auth\Access\Response 类，实现授权响应逻辑，无危险函数或外部输入处理,,1429,2451,2332,119,1
data\samples\benign\laravel_SendEmailVerificationNotification.php,laravel_SendEmailVerificationNotification.php,benign,benign,none,none,benign,none,框架事件监听器,none,0.98,none,,Laravel 框架的标准邮件验证通知监听器，逻辑正常，无危险函数或可疑行为,,1424,1471,1372,99,1
data\samples\benign\laravel_SessionGuard.php,laravel_SessionGuard.php,benign,benign,none,none,benign,none,Laravel框架SessionGuard认证类,none,0.98,none,,这是Laravel框架标准的SessionGuard类，用于会话认证，代码结构完整，没有eval/system等危险函数或用户输入直接执行，属于正常框架代码,,2251,8438,8252,186,1
data\samples\benign\laravel_TokenGuard.php,laravel_TokenGuard.php,benign,benign,none,none,benign,none,Laravel认证令牌守卫,none,0.95,none,,正常Laravel框架认证代码，无危险函数或用户输入导致的代码执行风险，token验证逻辑合理,,3007,2322,2041,281,1
data\samples\benign\laravel_TokenRepositoryInterface.php,laravel_TokenRepositoryInterface.php,benign,benign,none,none,benign,none,Laravel框架接口定义,none,0.95,none,,该代码是 Laravel 框架中密码重置令牌仓库的标准接口，只定义方法签名，不包含任何执行逻辑或危险函数,,2660,1751,1538,213,1
data\samples\benign\laravel_Validated.php,laravel_Validated.php,benign,benign,none,none,benign,none,Laravel框架事件类,none,0.95,none,,Laravel 框架的认证事件类，用于传递 guard 和 user 信息，无任何危险函数或外部输入执行,,1655,1506,1360,146,1
data\samples\benign\laravel_Verified.php,laravel_Verified.php,benign,benign,none,none,benign,none,Laravel框架事件类,none,0.98,none,,Laravel 认证事件类，用于标记用户已验证，无危险函数或用户输入,,1453,1453,1333,120,1
data\samples\benign\laravel_VerifyEmail.php,laravel_VerifyEmail.php,benign,benign,none,none,benign,none,Laravel邮件验证通知类,none,0.98,none,,标准 Laravel 框架通知类，用于邮箱验证，包含 call_user_func 回调但由开发者静态设置，输入受控，无恶意行为,,2315,2210,2012,198,1
data\samples\benign\thinkphp_App.php,thinkphp_App.php,benign,benign,none,none,benign,none,ThinkPHP框架核心代码,none,0.97,none,,该代码是 ThinkPHP 框架的应用管理类，包含路由、模块加载、反射调用等框架核心功能，无危险函数或外部输入直接触发风险,,1927,6426,6274,152,1
data\samples\benign\thinkphp_Argument.php,thinkphp_Argument.php,benign,benign,none,none,benign,none,thinkphp框架类,none,0.99,none,,ThinkPHP 框架的标准输入参数类，仅包含参数定义和校验逻辑，无任何危险函数或外部输入执行,,1554,2091,1957,134,1
data\samples\benign\thinkphp_Ask.php,thinkphp_Ask.php,benign,benign,none,none,benign,none,ThinkPHP控制台交互类,none,0.92,low,shell_exec; exec,代码是 ThinkPHP 框架的 Ask 类，用于命令行交互，shell_exec/exec 调用 stty 等终端命令，无外部用户输入直接进入命令执行，属于框架正常功能,,2355,3803,3615,188,1
data\samples\benign\thinkphp_Autoload.php,thinkphp_Autoload.php,benign,benign,none,none,benign,none,框架类库代码,none,0.95,none,,代码是 ThinkPHP 框架的 optimize:autoload 命令行类，用于扫描PHP文件生成类映射，无危险函数执行，输入受内部配置控制，无恶意行为,,3558,4348,4047,301,1
data\samples\benign\thinkphp_Build.php,thinkphp_Build.php,benign,benign,none,none,benign,none,ThinkPHP框架构建类,none,0.98,none,,该代码是ThinkPHP框架的Build类，负责自动生成应用目录和文件，无任何危险函数调用或用户输入执行行为,,1614,3284,3142,142,1
data\samples\benign\thinkphp_Build_1.php,thinkphp_Build_1.php,benign,benign,none,none,benign,none,ThinkPHP框架命令行构建命令,none,0.98,none,,常规的框架命令行类，include 加载配置文件，无用户输入直接进入危险函数，属于正常业务代码,,1893,1746,1621,125,1
data\samples\benign\thinkphp_Cache.php,thinkphp_Cache.php,benign,benign,none,none,benign,none,框架缓存类,none,0.98,none,,ThinkPHP 框架的 Cache 类，包含标准的缓存操作，无危险函数或用户输入执行,,1703,2972,2813,159,1
data\samples\benign\thinkphp_Clear.php,thinkphp_Clear.php,benign,benign,none,none,benign,none,ThinkPHP框架清理缓存命令,none,0.98,none,,标准ThinkPHP框架的Clear命令类，用于清理缓存文件，无用户输入执行、无危险函数调用，属于正常业务逻辑,,1506,1837,1708,129,1
data\samples\benign\thinkphp_Collection.php,thinkphp_Collection.php,benign,benign,none,none,benign,none,ThinkPHP框架Collection类实现,none,0.98,none,,这是ThinkPHP框架中标准的数据集合类，提供数组操作、迭代、JSON序列化等功能，无任何危险函数调用或外部输入执行,,1585,4135,4000,135,1
data\samples\benign\thinkphp_Command.php,thinkphp_Command.php,benign,benign,none,none,benign,none,ThinkPHP命令行基类,none,0.98,none,,ThinkPHP 框架的标准 Command 类，包含参数绑定、命令执行流程等业务逻辑，无任何危险函数或用户输入直接执行,,1432,4003,3888,115,1
data\samples\benign\thinkphp_Config.php,thinkphp_Config.php,benign,benign,none,none,benign,none,ThinkPHP框架配置类,none,0.98,none,,这是一个正常的ThinkPHP框架配置类代码，包含配置的解析、读取、设置等功能，引入文件操作但由框架控制，无恶意行为,,1326,2991,2885,106,1
data\samples\benign\thinkphp_Config_1.php,thinkphp_Config_1.php,benign,benign,none,none,benign,none,ThinkPHP框架命令类,none,0.97,none,,ThinkPHP 框架的配置缓存生成命令，用于优化配置加载，无危险函数调用或恶意行为,,2207,2201,2025,176,1
data\samples\benign\thinkphp_Console_1.php,thinkphp_Console_1.php,benign,benign,none,none,benign,none,ThinkPHP框架控制台类,none,0.98,none,,这是 ThinkPHP 框架的 Console 控制台类，用于命令行指令管理，代码逻辑完整，虽涉及系统调用但均为框架正常功能，无用户输入直接触发危险操作,,1767,7115,6970,145,1
data\samples\benign\thinkphp_Controller.php,thinkphp_Controller.php,benign,benign,none,none,benign,none,框架控制器基类,none,0.98,none,,ThinkPHP 框架标准 Controller 基类，使用 trait、依赖注入和模板引擎，无危险函数或可疑逻辑，call_user_func 调用受控方法,,1862,2865,2713,152,1
data\samples\benign\thinkphp_Controller_1.php,thinkphp_Controller_1.php,benign,benign,none,none,benign,none,ThinkPHP框架代码生成器,none,0.98,none,,这是 ThinkPHP 框架的控制器生成命令，用于生成控制器文件，无用户输入执行或危险函数，属于正常框架代码,,1652,1691,1582,109,1
