file_path,filename,category,subcategory,label,language,file_size
data\samples\benign\thinkphp_Debug.php,thinkphp_Debug.php,benign,thinkphp,0,PHP,7283
data\samples\benign\thinkphp_Definition.php,thinkphp_Definition.php,benign,thinkphp,0,PHP,9867
data\samples\benign\thinkphp_Descriptor.php,thinkphp_Descriptor.php,benign,thinkphp,0,PHP,11813
data\samples\benign\thinkphp_Driver.php,thinkphp_Driver.php,benign,thinkphp,0,PHP,6112
data\samples\benign\thinkphp_Env.php,thinkphp_Env.php,benign,thinkphp,0,PHP,1242
data\samples\benign\thinkphp_Error.php,thinkphp_Error.php,benign,thinkphp,0,PHP,3888
data\samples\benign\thinkphp_Exception.php,thinkphp_Exception.php,benign,thinkphp,0,PHP,1640
data\samples\benign\thinkphp_File.php,thinkphp_File.php,benign,thinkphp,0,PHP,12084
data\samples\benign\thinkphp_File_1.php,thinkphp_File_1.php,benign,thinkphp,0,PHP,7403
data\samples\benign\thinkphp_Help.php,thinkphp_Help.php,benign,thinkphp,0,PHP,2122
data\samples\benign\thinkphp_Hook.php,thinkphp_Hook.php,benign,thinkphp,0,PHP,4818
data\samples\benign\thinkphp_Input.php,thinkphp_Input.php,benign,thinkphp,0,PHP,12618
data\samples\benign\thinkphp_Lang.php,thinkphp_Lang.php,benign,thinkphp,0,PHP,7568
data\samples\benign\thinkphp_Lists.php,thinkphp_Lists.php,benign,thinkphp,0,PHP,2213
data\samples\benign\thinkphp_Lite.php,thinkphp_Lite.php,benign,thinkphp,0,PHP,5154
data\samples\benign\thinkphp_Loader.php,thinkphp_Loader.php,benign,thinkphp,0,PHP,21520
data\samples\benign\thinkphp_Log.php,thinkphp_Log.php,benign,thinkphp,0,PHP,6184
data\samples\benign\thinkphp_Make.php,thinkphp_Make.php,benign,thinkphp,0,PHP,3086
data\samples\benign\thinkphp_Memcache.php,thinkphp_Memcache.php,benign,thinkphp,0,PHP,5175
data\samples\benign\thinkphp_Memcached.php,thinkphp_Memcached.php,benign,thinkphp,0,PHP,5643
data\samples\benign\thinkphp_Model.php,thinkphp_Model.php,benign,thinkphp,0,PHP,1133
data\samples\benign\thinkphp_Option.php,thinkphp_Option.php,benign,thinkphp,0,PHP,5672
data\samples\benign\thinkphp_Output.php,thinkphp_Output.php,benign,thinkphp,0,PHP,5725
data\samples\benign\thinkphp_Paginator.php,thinkphp_Paginator.php,benign,thinkphp,0,PHP,9900
data\samples\benign\thinkphp_Process.php,thinkphp_Process.php,benign,thinkphp,0,PHP,30339
data\samples\benign\thinkphp_Redis.php,thinkphp_Redis.php,benign,thinkphp,0,PHP,5477
data\samples\benign\thinkphp_Response.php,thinkphp_Response.php,benign,thinkphp,0,PHP,8475
data\samples\benign\thinkphp_Route.php,thinkphp_Route.php,benign,thinkphp,0,PHP,2659
data\samples\benign\thinkphp_Schema.php,thinkphp_Schema.php,benign,thinkphp,0,PHP,4624
data\samples\benign\thinkphp_Session.php,thinkphp_Session.php,benign,thinkphp,0,PHP,11090
data\samples\benign\thinkphp_Sqlite.php,thinkphp_Sqlite.php,benign,thinkphp,0,PHP,6093
data\samples\benign\thinkphp_Template.php,thinkphp_Template.php,benign,thinkphp,0,PHP,45617
data\samples\benign\thinkphp_Url.php,thinkphp_Url.php,benign,thinkphp,0,PHP,12951
data\samples\benign\thinkphp_Validate.php,thinkphp_Validate.php,benign,thinkphp,0,PHP,42333
data\samples\benign\thinkphp_View.php,thinkphp_View.php,benign,thinkphp,0,PHP,6916
data\samples\benign\thinkphp_Wincache.php,thinkphp_Wincache.php,benign,thinkphp,0,PHP,4085
data\samples\benign\thinkphp_Xcache.php,thinkphp_Xcache.php,benign,thinkphp,0,PHP,4145
data\samples\benign\thinkphp_base.php,thinkphp_base.php,benign,thinkphp,0,PHP,2663
data\samples\benign\thinkphp_console.php,thinkphp_console.php,benign,thinkphp,0,PHP,747
data\samples\benign\thinkphp_convention.php,thinkphp_convention.php,benign,thinkphp,0,PHP,9836
data\samples\benign\thinkphp_helper.php,thinkphp_helper.php,benign,thinkphp,0,PHP,17690
data\samples\benign\thinkphp_start.php,thinkphp_start.php,benign,thinkphp,0,PHP,734
data\samples\benign\thinkphp_zh-cn.php,thinkphp_zh-cn.php,benign,thinkphp,0,PHP,8267
data\samples\benign\wordpress_abilities-api.php,wordpress_abilities-api.php,benign,wordpress,0,PHP,32800
data\samples\benign\wordpress_abilities.php,wordpress_abilities.php,benign,wordpress,0,PHP,11797
data\samples\benign\wordpress_admin-bar.php,wordpress_admin-bar.php,benign,wordpress,0,PHP,40067
data\samples\benign\wordpress_ai-client.php,wordpress_ai-client.php,benign,wordpress,0,PHP,2549
data\samples\benign\wordpress_atomlib.php,wordpress_atomlib.php,benign,wordpress,0,PHP,12181
data\samples\benign\wordpress_author-template.php,wordpress_author-template.php,benign,wordpress,0,PHP,19844
data\samples\benign\wordpress_block-bindings.php,wordpress_block-bindings.php,benign,wordpress,0,PHP,7632
data\samples\benign\wordpress_block-editor.php,wordpress_block-editor.php,benign,wordpress,0,PHP,28724
data\samples\benign\wordpress_block-patterns.php,wordpress_block-patterns.php,benign,wordpress,0,PHP,15606
data\samples\benign\wordpress_block-template.php,wordpress_block-template.php,benign,wordpress,0,PHP,18257
data\samples\benign\wordpress_bookmark-template.php,wordpress_bookmark-template.php,benign,wordpress,0,PHP,12768
data\samples\benign\wordpress_bookmark.php,wordpress_bookmark.php,benign,wordpress,0,PHP,15427
data\samples\benign\wordpress_cache-compat.php,wordpress_cache-compat.php,benign,wordpress,0,PHP,11021
data\samples\benign\wordpress_cache.php,wordpress_cache.php,benign,wordpress,0,PHP,13486
data\samples\benign\wordpress_canonical.php,wordpress_canonical.php,benign,wordpress,0,PHP,34803
data\samples\benign\wordpress_capabilities.php,wordpress_capabilities.php,benign,wordpress,0,PHP,43584
data\samples\benign\wordpress_category.php,wordpress_category.php,benign,wordpress,0,PHP,12834
data\samples\benign\wordpress_class-IXR.php,wordpress_class-IXR.php,benign,wordpress,0,PHP,2609
data\samples\benign\wordpress_class-avif-info.php,wordpress_class-avif-info.php,benign,wordpress,0,PHP,30008
data\samples\benign\wordpress_class-feed.php,wordpress_class-feed.php,benign,wordpress,0,PHP,539
data\samples\benign\wordpress_class-http.php,wordpress_class-http.php,benign,wordpress,0,PHP,367
data\samples\benign\wordpress_class-json.php,wordpress_class-json.php,benign,wordpress,0,PHP,43676
data\samples\benign\wordpress_class-oembed.php,wordpress_class-oembed.php,benign,wordpress,0,PHP,401
data\samples\benign\wordpress_class-phpass.php,wordpress_class-phpass.php,benign,wordpress,0,PHP,6771
data\samples\benign\wordpress_class-phpmailer.php,wordpress_class-phpmailer.php,benign,wordpress,0,PHP,664
data\samples\benign\wordpress_class-pop3.php,wordpress_class-pop3.php,benign,wordpress,0,PHP,21100
data\samples\benign\wordpress_class-requests.php,wordpress_class-requests.php,benign,wordpress,0,PHP,2237
data\samples\benign\wordpress_class-simplepie.php,wordpress_class-simplepie.php,benign,wordpress,0,PHP,453
data\samples\benign\wordpress_class-smtp.php,wordpress_class-smtp.php,benign,wordpress,0,PHP,457
data\samples\benign\wordpress_class-snoopy.php,wordpress_class-snoopy.php,benign,wordpress,0,PHP,37715
data\samples\benign\wordpress_class-walker-category-dropdown.php,wordpress_class-walker-category-dropdown.php,benign,wordpress,0,PHP,2469
data\samples\benign\wordpress_class-walker-category.php,wordpress_class-walker-category.php,benign,wordpress,0,PHP,8477
data\samples\benign\wordpress_class-walker-comment.php,wordpress_class-walker-comment.php,benign,wordpress,0,PHP,14221
data\samples\benign\wordpress_class-walker-nav-menu.php,wordpress_class-walker-nav-menu.php,benign,wordpress,0,PHP,12044
data\samples\benign\wordpress_class-walker-page-dropdown.php,wordpress_class-walker-page-dropdown.php,benign,wordpress,0,PHP,2710
data\samples\benign\wordpress_class-walker-page.php,wordpress_class-walker-page.php,benign,wordpress,0,PHP,7612
data\samples\benign\wordpress_class-wp-admin-bar.php,wordpress_class-wp-admin-bar.php,benign,wordpress,0,PHP,18002
data\samples\benign\wordpress_class-wp-ajax-response.php,wordpress_class-wp-ajax-response.php,benign,wordpress,0,PHP,5288
data\samples\benign\wordpress_class-wp-application-passwords.php,wordpress_class-wp-application-passwords.php,benign,wordpress,0,PHP,17099
data\samples\benign\wordpress_class-wp-block-bindings-registry.php,wordpress_class-wp-block-bindings-registry.php,benign,wordpress,0,PHP,8263
data\samples\benign\wordpress_class-wp-block-bindings-source.php,wordpress_class-wp-block-bindings-source.php,benign,wordpress,0,PHP,2992
data\samples\benign\wordpress_class-wp-block-editor-context.php,wordpress_class-wp-block-editor-context.php,benign,wordpress,0,PHP,1350
data\samples\benign\wordpress_class-wp-block-list.php,wordpress_class-wp-block-list.php,benign,wordpress,0,PHP,4713
data\samples\benign\wordpress_class-wp-block-metadata-registry.php,wordpress_class-wp-block-metadata-registry.php,benign,wordpress,0,PHP,11846
data\samples\benign\wordpress_class-wp-block-parser-block.php,wordpress_class-wp-block-parser-block.php,benign,wordpress,0,PHP,2555
data\samples\benign\wordpress_class-wp-block-parser-frame.php,wordpress_class-wp-block-parser-frame.php,benign,wordpress,0,PHP,1994
data\samples\benign\wordpress_class-wp-block-parser.php,wordpress_class-wp-block-parser.php,benign,wordpress,0,PHP,11525
data\samples\benign\wordpress_class-wp-block-pattern-categories-registry.php,wordpress_class-wp-block-pattern-categories-registry.php,benign,wordpress,0,PHP,4383
data\samples\benign\wordpress_class-wp-block-patterns-registry.php,wordpress_class-wp-block-patterns-registry.php,benign,wordpress,0,PHP,10265
data\samples\benign\wordpress_class-wp-block-styles-registry.php,wordpress_class-wp-block-styles-registry.php,benign,wordpress,0,PHP,6419
data\samples\benign\wordpress_class-wp-block-supports.php,wordpress_class-wp-block-supports.php,benign,wordpress,0,PHP,7578
data\samples\benign\wordpress_class-wp-block-template.php,wordpress_class-wp-block-template.php,benign,wordpress,0,PHP,2111
data\samples\benign\wordpress_class-wp-block-templates-registry.php,wordpress_class-wp-block-templates-registry.php,benign,wordpress,0,PHP,7080
data\samples\benign\wordpress_class-wp-block-type-registry.php,wordpress_class-wp-block-type-registry.php,benign,wordpress,0,PHP,5305
data\samples\benign\wordpress_class-wp-block-type.php,wordpress_class-wp-block-type.php,benign,wordpress,0,PHP,17222
data\samples\benign\wordpress_class-wp-block.php,wordpress_class-wp-block.php,benign,wordpress,0,PHP,28236
data\samples\benign\wordpress_class-wp-classic-to-block-menu-converter.php,wordpress_class-wp-classic-to-block-menu-converter.php,benign,wordpress,0,PHP,4026
data\samples\benign\wordpress_class-wp-comment-query.php,wordpress_class-wp-comment-query.php,benign,wordpress,0,PHP,49040
data\samples\benign\wordpress_class-wp-comment.php,wordpress_class-wp-comment.php,benign,wordpress,0,PHP,17249
data\samples\benign\wordpress_class-wp-connector-registry.php,wordpress_class-wp-connector-registry.php,benign,wordpress,0,PHP,15181
data\samples\benign\wordpress_class-wp-customize-control.php,wordpress_class-wp-customize-control.php,benign,wordpress,0,PHP,26112
data\samples\benign\wordpress_class-wp-customize-panel.php,wordpress_class-wp-customize-panel.php,benign,wordpress,0,PHP,10703
data\samples\benign\wordpress_class-wp-customize-section.php,wordpress_class-wp-customize-section.php,benign,wordpress,0,PHP,11209
data\samples\benign\wordpress_class-wp-customize-setting.php,wordpress_class-wp-customize-setting.php,benign,wordpress,0,PHP,29956
data\samples\benign\wordpress_class-wp-date-query.php,wordpress_class-wp-date-query.php,benign,wordpress,0,PHP,35970
data\samples\benign\wordpress_class-wp-dependencies.php,wordpress_class-wp-dependencies.php,benign,wordpress,0,PHP,17089
data\samples\benign\wordpress_class-wp-dependency.php,wordpress_class-wp-dependency.php,benign,wordpress,0,PHP,2653
data\samples\benign\wordpress_class-wp-duotone.php,wordpress_class-wp-duotone.php,benign,wordpress,0,PHP,40836
data\samples\benign\wordpress_class-wp-embed.php,wordpress_class-wp-embed.php,benign,wordpress,0,PHP,15908
data\samples\benign\wordpress_class-wp-error.php,wordpress_class-wp-error.php,benign,wordpress,0,PHP,7514
data\samples\benign\wordpress_class-wp-exception.php,wordpress_class-wp-exception.php,benign,wordpress,0,PHP,253
data\samples\benign\wordpress_class-wp-fatal-error-handler.php,wordpress_class-wp-fatal-error-handler.php,benign,wordpress,0,PHP,8150
data\samples\benign\wordpress_class-wp-feed-cache-transient.php,wordpress_class-wp-feed-cache-transient.php,benign,wordpress,0,PHP,3304
data\samples\benign\wordpress_class-wp-feed-cache.php,wordpress_class-wp-feed-cache.php,benign,wordpress,0,PHP,969
data\samples\benign\wordpress_class-wp-filter-sentinel.php,wordpress_class-wp-filter-sentinel.php,benign,wordpress,0,PHP,760
data\samples\benign\wordpress_class-wp-hook.php,wordpress_class-wp-hook.php,benign,wordpress,0,PHP,17472
data\samples\benign\wordpress_class-wp-http-cookie.php,wordpress_class-wp-http-cookie.php,benign,wordpress,0,PHP,7269
data\samples\benign\wordpress_class-wp-http-curl.php,wordpress_class-wp-http-curl.php,benign,wordpress,0,PHP,13261
data\samples\benign\wordpress_class-wp-http-encoding.php,wordpress_class-wp-http-encoding.php,benign,wordpress,0,PHP,6689
data\samples\benign\wordpress_class-wp-http-ixr-client.php,wordpress_class-wp-http-ixr-client.php,benign,wordpress,0,PHP,3516
data\samples\benign\wordpress_class-wp-http-proxy.php,wordpress_class-wp-http-proxy.php,benign,wordpress,0,PHP,5980
data\samples\benign\wordpress_class-wp-http-requests-hooks.php,wordpress_class-wp-http-requests-hooks.php,benign,wordpress,0,PHP,2022
data\samples\benign\wordpress_class-wp-http-requests-response.php,wordpress_class-wp-http-requests-response.php,benign,wordpress,0,PHP,4243
data\samples\benign\wordpress_class-wp-http-response.php,wordpress_class-wp-http-response.php,benign,wordpress,0,PHP,2977
data\samples\benign\wordpress_class-wp-http-streams.php,wordpress_class-wp-http-streams.php,benign,wordpress,0,PHP,16764
data\samples\benign\wordpress_class-wp-http.php,wordpress_class-wp-http.php,benign,wordpress,0,PHP,41641
data\samples\benign\wordpress_class-wp-icon-collections-registry.php,wordpress_class-wp-icon-collections-registry.php,benign,wordpress,0,PHP,5805
data\samples\benign\wordpress_class-wp-icons-registry.php,wordpress_class-wp-icons-registry.php,benign,wordpress,0,PHP,9903
data\samples\benign\wordpress_class-wp-image-editor-gd.php,wordpress_class-wp-image-editor-gd.php,benign,wordpress,0,PHP,20741
data\samples\benign\wordpress_class-wp-image-editor-imagick.php,wordpress_class-wp-image-editor-imagick.php,benign,wordpress,0,PHP,37016
data\samples\benign\wordpress_class-wp-image-editor.php,wordpress_class-wp-image-editor.php,benign,wordpress,0,PHP,17456
data\samples\benign\wordpress_class-wp-list-util.php,wordpress_class-wp-list-util.php,benign,wordpress,0,PHP,7443
data\samples\benign\wordpress_class-wp-locale-switcher.php,wordpress_class-wp-locale-switcher.php,benign,wordpress,0,PHP,6776
data\samples\benign\wordpress_class-wp-locale.php,wordpress_class-wp-locale.php,benign,wordpress,0,PHP,16848
data\samples\benign\wordpress_class-wp-matchesmapregex.php,wordpress_class-wp-matchesmapregex.php,benign,wordpress,0,PHP,1828
data\samples\benign\wordpress_class-wp-meta-query.php,wordpress_class-wp-meta-query.php,benign,wordpress,0,PHP,30507
data\samples\benign\wordpress_class-wp-metadata-lazyloader.php,wordpress_class-wp-metadata-lazyloader.php,benign,wordpress,0,PHP,6833
data\samples\benign\wordpress_class-wp-navigation-fallback.php,wordpress_class-wp-navigation-fallback.php,benign,wordpress,0,PHP,9193
data\samples\benign\wordpress_class-wp-network-query.php,wordpress_class-wp-network-query.php,benign,wordpress,0,PHP,19989
data\samples\benign\wordpress_class-wp-network.php,wordpress_class-wp-network.php,benign,wordpress,0,PHP,12411
data\samples\benign\wordpress_class-wp-object-cache.php,wordpress_class-wp-object-cache.php,benign,wordpress,0,PHP,17524
data\samples\benign\wordpress_class-wp-oembed-controller.php,wordpress_class-wp-oembed-controller.php,benign,wordpress,0,PHP,6905
data\samples\benign\wordpress_class-wp-oembed.php,wordpress_class-wp-oembed.php,benign,wordpress,0,PHP,34372
data\samples\benign\wordpress_class-wp-paused-extensions-storage.php,wordpress_class-wp-paused-extensions-storage.php,benign,wordpress,0,PHP,5067
data\samples\benign\wordpress_class-wp-phpmailer.php,wordpress_class-wp-phpmailer.php,benign,wordpress,0,PHP,4348
data\samples\benign\wordpress_class-wp-plugin-dependencies.php,wordpress_class-wp-plugin-dependencies.php,benign,wordpress,0,PHP,25209
data\samples\benign\wordpress_class-wp-post-type.php,wordpress_class-wp-post-type.php,benign,wordpress,0,PHP,30672
data\samples\benign\wordpress_class-wp-post.php,wordpress_class-wp-post.php,benign,wordpress,0,PHP,8806
data\samples\benign\wordpress_class-wp-recovery-mode-cookie-service.php,wordpress_class-wp-recovery-mode-cookie-service.php,benign,wordpress,0,PHP,6877
data\samples\benign\wordpress_class-wp-recovery-mode-email-service.php,wordpress_class-wp-recovery-mode-email-service.php,benign,wordpress,0,PHP,11162
data\samples\benign\wordpress_class-wp-recovery-mode-key-service.php,wordpress_class-wp-recovery-mode-key-service.php,benign,wordpress,0,PHP,4914
data\samples\benign\wordpress_class-wp-recovery-mode-link-service.php,wordpress_class-wp-recovery-mode-link-service.php,benign,wordpress,0,PHP,3523
data\samples\benign\wordpress_class-wp-recovery-mode.php,wordpress_class-wp-recovery-mode.php,benign,wordpress,0,PHP,11460
